location,year,distance_in_meters,stroke,relay,gender,country,athlete,rank,time_seconds
Tokyo,2020,100m,Backstroke,0,Men,ROC,Evgeny Rylov,1,51.98
Tokyo,2020,100m,Backstroke,0,Men,ROC,Kliment Kolesnikov,2,52
Tokyo,2020,100m,Backstroke,0,Men,USA,Ryan Murphy,3,52.19
Tokyo,2020,100m,Backstroke,0,Men,ITA,Thomas Ceccon,4,52.3
Tokyo,2020,100m,Backstroke,0,Men,CHN,Jiayu Xu,4,52.51
Tokyo,2020,100m,Backstroke,0,Men,ESP,Hugo Gonzalez De Oliveira,4,52.78
Tokyo,2020,100m,Backstroke,0,Men,AUS,Mitchell Larkin,4,52.79
Tokyo,2020,100m,Backstroke,0,Men,ROU,Robert Glinta,4,52.95
Tokyo,2020,100m,Breaststroke,0,Men,GBR,Adam Peaty,1,57.37
Tokyo,2020,100m,Breaststroke,0,Men,NED,Arno Kamminga,2,58
Tokyo,2020,100m,Breaststroke,0,Men,ITA,Nicolo Martinenghi,3,58.33
Tokyo,2020,100m,Breaststroke,0,Men,USA,Michael Andrew,4,58.84
Tokyo,2020,100m,Breaststroke,0,Men,GBR,James Wilby,4,58.96
Tokyo,2020,100m,Breaststroke,0,Men,CHN,Zibei Yan,4,58.99
Tokyo,2020,100m,Breaststroke,0,Men,USA,Andrew Wilson,4,58.99
Tokyo,2020,100m,Breaststroke,0,Men,BLR,Ilya Shymanovich,4,59.36
Tokyo,2020,100m,Butterfly,0,Men,USA,Caeleb Dressel,1,49.45
Tokyo,2020,100m,Butterfly,0,Men,HUN,Kristof Kristof Milak,2,49.68
Tokyo,2020,100m,Butterfly,0,Men,SUI,Noe Ponti,3,50.74
Tokyo,2020,100m,Butterfly,0,Men,ROC,Andrei Minakov,4,50.88
Tokyo,2020,100m,Butterfly,0,Men,POL,Jakub Majerski,4,50.92
Tokyo,2020,100m,Butterfly,0,Men,AUS,Matthew Temple,4,50.92
Tokyo,2020,100m,Butterfly,0,Men,GUA,Luis Martinez,4,51.09
Tokyo,2020,100m,Butterfly,0,Men,BUL,Josif Miladinov,4,51.49
Tokyo,2020,100m,Freestyle,0,Men,USA,Caeleb Dressel,1,47.02
Tokyo,2020,100m,Freestyle,0,Men,AUS,Kyle Chalmers,2,47.08
Tokyo,2020,100m,Freestyle,0,Men,ROC,Kliment Kolesnikov,3,47.44
Tokyo,2020,100m,Freestyle,0,Men,FRA,Maxime Grousset,4,47.72
Tokyo,2020,100m,Freestyle,0,Men,KOR,Sunwoo Hwang,4,47.82
Tokyo,2020,100m,Freestyle,0,Men,ITA,Alessandro Miressi,4,47.86
Tokyo,2020,100m,Freestyle,0,Men,ROU,David Popovici,4,48.04
Tokyo,2020,100m,Freestyle,0,Men,HUN,Nandor Nemeth,4,48.1
Tokyo,2020,1500m,Freestyle,0,Men,USA,Robert Finke,1,879.65
Tokyo,2020,1500m,Freestyle,0,Men,UKR,Mykhailo Romanchuk,2,880.66
Tokyo,2020,1500m,Freestyle,0,Men,GER,Florian Wellbrock,3,880.91
Tokyo,2020,1500m,Freestyle,0,Men,ITA,Gregorio Paltrinieri,4,885.01
Tokyo,2020,1500m,Freestyle,0,Men,GBR,Daniel Jervis,4,895.48
Tokyo,2020,1500m,Freestyle,0,Men,ROC,Kirill Martynychev,4,895.85
Tokyo,2020,1500m,Freestyle,0,Men,AUT,Felix Auboeck,4,903.47
Tokyo,2020,1500m,Freestyle,0,Men,UKR,Serhii Frolov,4,904.26
Tokyo,2020,200m,Backstroke,0,Men,ROC,Evgeny Rylov,1,113.27
Tokyo,2020,200m,Backstroke,0,Men,USA,Ryan Murphy,2,114.15
Tokyo,2020,200m,Backstroke,0,Men,GBR,Luke Greenbank,3,114.72
Tokyo,2020,200m,Backstroke,0,Men,USA,Bryce Mefford,4,115.49
Tokyo,2020,200m,Backstroke,0,Men,HUN,Adam Telegdy,4,116.15
Tokyo,2020,200m,Backstroke,0,Men,POL,Radoslaw Kawecki,4,116.39
Tokyo,2020,200m,Backstroke,0,Men,JPN,Ryosuke Irie,4,117.32
Tokyo,2020,200m,Backstroke,0,Men,ESP,Nicolas Garcia Saiz,4,119.06
Tokyo,2020,200m,Breaststroke,0,Men,AUS,Izaac Stubblety-Cook,1,126.38
Tokyo,2020,200m,Breaststroke,0,Men,NED,Arno Kamminga,2,127.01
Tokyo,2020,200m,Breaststroke,0,Men,FIN,Matti Mattsson,3,127.13
Tokyo,2020,200m,Breaststroke,0,Men,ROC,Anton Chupkov,4,127.24
Tokyo,2020,200m,Breaststroke,0,Men,USA,Nic Fink,4,127.93
Tokyo,2020,200m,Breaststroke,0,Men,GBR,James Wilby,4,128.19
Tokyo,2020,200m,Breaststroke,0,Men,JPN,Ryuya Mura,4,128.42
Tokyo,2020,200m,Breaststroke,0,Men,SWE,Erik Persson,4,128.88
Tokyo,2020,200m,Butterfly,0,Men,HUN,Kristof Kristof Milak,1,111.25
Tokyo,2020,200m,Butterfly,0,Men,JPN,Tomoru Honda,2,113.73
Tokyo,2020,200m,Butterfly,0,Men,ITA,Federico Burdisso,3,114.45
Tokyo,2020,200m,Butterfly,0,Men,HUN,Tamas Kenderesi,4,114.52
Tokyo,2020,200m,Butterfly,0,Men,RSA,Chad Le Clos,4,114.93
Tokyo,2020,200m,Butterfly,0,Men,BRA,Leonardo De Deus,4,115.19
Tokyo,2020,200m,Butterfly,0,Men,USA,Gunnar Bentz,4,115.46
Tokyo,2020,200m,Butterfly,0,Men,POL,Krzysztof Chmielewski,4,115.88
Tokyo,2020,200m,Freestyle,0,Men,GBR,Tom Dean,1,104.22
Tokyo,2020,200m,Freestyle,0,Men,GBR,Duncan Scott,2,104.26
Tokyo,2020,200m,Freestyle,0,Men,BRA,Fernando Scheffer,3,104.66
Tokyo,2020,200m,Freestyle,0,Men,ROU,David Popovici,4,104.68
Tokyo,2020,200m,Freestyle,0,Men,ROC,Martin Malyutin,4,105.01
Tokyo,2020,200m,Freestyle,0,Men,USA,Kieran Smith,4,105.12
Tokyo,2020,200m,Freestyle,0,Men,KOR,Sunwoo Hwang,4,105.26
Tokyo,2020,200m,Freestyle,0,Men,LTU,Danas Rapsys,4,105.78
Tokyo,2020,200m,Individual medley,0,Men,CHN,Shun Wang,1,115
Tokyo,2020,200m,Individual medley,0,Men,GBR,Duncan Scott,2,115.28
Tokyo,2020,200m,Individual medley,0,Men,SUI,Jeremy Desplanches,3,116.17
Tokyo,2020,200m,Individual medley,0,Men,JPN,Daiya Seto,4,116.22
Tokyo,2020,200m,Individual medley,0,Men,USA,Michael Andrew,4,117.31
Tokyo,2020,200m,Individual medley,0,Men,JPN,Kosuke Hagino,4,117.49
Tokyo,2020,200m,Individual medley,0,Men,HUN,Laszlo Cseh,4,117.68
Tokyo,2020,200m,Individual medley,0,Men,NZL,Lewis Clareburt,4,117.7
Tokyo,2020,400m,Freestyle,0,Men,TUN,Ahmed Hafnaoui,1,223.36
Tokyo,2020,400m,Freestyle,0,Men,AUS,Jack Mcloughlin,2,223.52
Tokyo,2020,400m,Freestyle,0,Men,USA,Kieran Smith,3,223.94
Tokyo,2020,400m,Freestyle,0,Men,GER,Henning Bennet Muhlleitner,4,224.07
Tokyo,2020,400m,Freestyle,0,Men,AUT,Felix Auboeck,4,224.07
Tokyo,2020,400m,Freestyle,0,Men,ITA,Gabriele Detti,4,224.88
Tokyo,2020,400m,Freestyle,0,Men,AUS,Elijah Winnington,4,225.2
Tokyo,2020,400m,Freestyle,0,Men,USA,Jake Mitchell,4,225.39
Tokyo,2020,400m,Individual medley,0,Men,USA,Chase Kalisz,1,249.42
Tokyo,2020,400m,Individual medley,0,Men,USA,Jay Litherland,2,250.28
Tokyo,2020,400m,Individual medley,0,Men,AUS,Brendon Smith,3,250.38
Tokyo,2020,400m,Individual medley,0,Men,HUN,David Verraszto,4,250.59
Tokyo,2020,400m,Individual medley,0,Men,GBR,Max Litchfield,4,250.59
Tokyo,2020,400m,Individual medley,0,Men,FRA,Leon Marchand,4,251.16
Tokyo,2020,400m,Individual medley,0,Men,NZL,Lewis Clareburt,4,251.22
Tokyo,2020,400m,Individual medley,0,Men,ITA,Alberto Razzetti,4,251.32
Tokyo,2020,50m,Freestyle,0,Men,USA,Caeleb Dressel,1,21.07
Tokyo,2020,50m,Freestyle,0,Men,FRA,Florent Manaudou,2,21.55
Tokyo,2020,50m,Freestyle,0,Men,BRA,Bruno Fratus,3,21.57
Tokyo,2020,50m,Freestyle,0,Men,USA,Michael Andrew,4,21.6
Tokyo,2020,50m,Freestyle,0,Men,GBR,Ben Proud,4,21.72
Tokyo,2020,50m,Freestyle,0,Men,GRE,Kristian Gkolomeev,4,21.72
Tokyo,2020,50m,Freestyle,0,Men,ITA,Lorenzo Zazzeri,4,21.78
Tokyo,2020,50m,Freestyle,0,Men,NED,Thom De Boer,4,21.79
Tokyo,2020,800m,Freestyle,0,Men,USA,Robert Finke,1,461.87
Tokyo,2020,800m,Freestyle,0,Men,ITA,Gregorio Paltrinieri,2,462.11
Tokyo,2020,800m,Freestyle,0,Men,UKR,Mykhailo Romanchuk,3,462.33
Tokyo,2020,800m,Freestyle,0,Men,GER,Florian Wellbrock,4,462.68
Tokyo,2020,800m,Freestyle,0,Men,AUS,Jack Mcloughlin,4,465
Tokyo,2020,800m,Freestyle,0,Men,UKR,Serhii Frolov,4,465.11
Tokyo,2020,800m,Freestyle,0,Men,AUT,Felix Auboeck,4,469.14
Tokyo,2020,800m,Freestyle,0,Men,BRA,Guilherme Costa,4,473.31
Tokyo,2020,100m,Backstroke,0,Women,AUS,Kaylee Mckeown,1,57.47
Tokyo,2020,100m,Backstroke,0,Women,CAN,Kylie Masse,2,57.72
Tokyo,2020,100m,Backstroke,0,Women,USA,Regan Smith,3,58.05
Tokyo,2020,100m,Backstroke,0,Women,USA,Rhyan Elizabeth White,4,58.43
Tokyo,2020,100m,Backstroke,0,Women,AUS,Emily Seebohm,4,58.45
Tokyo,2020,100m,Backstroke,0,Women,GBR,Kathleen Dawson,4,58.7
Tokyo,2020,100m,Backstroke,0,Women,NED,Kira Toussaint,4,59.11
Tokyo,2020,100m,Backstroke,0,Women,ISR,Anastasya Gorbenko,4,59.53
Tokyo,2020,100m,Breaststroke,0,Women,USA,Lydia Jacoby,1,64.95
Tokyo,2020,100m,Breaststroke,0,Women,RSA,Tatjana Schoenmaker,2,65.22
Tokyo,2020,100m,Breaststroke,0,Women,USA,Lilly King,3,65.54
Tokyo,2020,100m,Breaststroke,0,Women,ROC,Evgeniia Chikunova,4,65.9
Tokyo,2020,100m,Breaststroke,0,Women,ROC,Yuliya Efimova,4,66.02
Tokyo,2020,100m,Breaststroke,0,Women,SWE,Sophie Hansson,4,66.07
Tokyo,2020,100m,Breaststroke,0,Women,ITA,Martina Carraro,4,66.19
Tokyo,2020,100m,Breaststroke,0,Women,IRL,Mona Mc Sharry,4,66.94
Tokyo,2020,100m,Butterfly,0,Women,CAN,Margaret Mac Neil,1,55.59
Tokyo,2020,100m,Butterfly,0,Women,CHN,Yufei Zhang,2,55.64
Tokyo,2020,100m,Butterfly,0,Women,AUS,Emma Mckeon,3,55.72
Tokyo,2020,100m,Butterfly,0,Women,USA,Torri Huske,4,55.73
Tokyo,2020,100m,Butterfly,0,Women,SWE,Louise Hansson,4,56.22
Tokyo,2020,100m,Butterfly,0,Women,FRA,Marie Wattel,4,56.27
Tokyo,2020,100m,Butterfly,0,Women,SWE,Sarah Sjoestroem,4,56.91
Tokyo,2020,100m,Butterfly,0,Women,BLR,Anastasiya Shkurdai,4,57.05
Tokyo,2020,100m,Freestyle,0,Women,AUS,Emma Mckeon,1,51.96
Tokyo,2020,100m,Freestyle,0,Women,HKG,Siobhan Bernadette Haughey,2,52.27
Tokyo,2020,100m,Freestyle,0,Women,AUS,Cate Campbell,3,52.52
Tokyo,2020,100m,Freestyle,0,Women,CAN,Penny Oleksiak,4,52.59
Tokyo,2020,100m,Freestyle,0,Women,SWE,Sarah Sjoestroem,4,52.68
Tokyo,2020,100m,Freestyle,0,Women,NED,Femke Heemskerk,4,52.79
Tokyo,2020,100m,Freestyle,0,Women,GBR,Anna Hopkin,4,52.83
Tokyo,2020,100m,Freestyle,0,Women,USA,Abbey Weitzeil,4,53.23
Tokyo,2020,1500m,Freestyle,0,Women,USA,Katie Ledecky,1,937.34
Tokyo,2020,1500m,Freestyle,0,Women,USA,Erica Sullivan,2,941.41
Tokyo,2020,1500m,Freestyle,0,Women,GER,Sarah Kohler,3,942.91
Tokyo,2020,1500m,Freestyle,0,Women,CHN,Jianjiahe Wang,4,946.37
Tokyo,2020,1500m,Freestyle,0,Women,ITA,Simona Quadarella,4,953.97
Tokyo,2020,1500m,Freestyle,0,Women,AUS,Kiah Melverton,4,960.36
Tokyo,2020,1500m,Freestyle,0,Women,ROC,Anastasiia Kirpichnikova,4,960.38
Tokyo,2020,1500m,Freestyle,0,Women,AUS,Maddy Gough,4,965.81
Tokyo,2020,200m,Backstroke,0,Women,AUS,Kaylee Mckeown,1,124.68
Tokyo,2020,200m,Backstroke,0,Women,CAN,Kylie Masse,2,125.42
Tokyo,2020,200m,Backstroke,0,Women,AUS,Emily Seebohm,3,126.17
Tokyo,2020,200m,Backstroke,0,Women,USA,Rhyan Elizabeth White,4,126.39
Tokyo,2020,200m,Backstroke,0,Women,USA,Phoebe Bacon,4,126.4
Tokyo,2020,200m,Backstroke,0,Women,CAN,Taylor Madison Ruck,4,128.24
Tokyo,2020,200m,Backstroke,0,Women,CHN,Xuwei Peng,4,128.26
Tokyo,2020,200m,Backstroke,0,Women,CHN,Yaxin Liu,4,128.48
Tokyo,2020,200m,Breaststroke,0,Women,RSA,Tatjana Schoenmaker,1,138.95
Tokyo,2020,200m,Breaststroke,0,Women,USA,Lilly King,2,139.92
Tokyo,2020,200m,Breaststroke,0,Women,USA,Annie Lazor,3,140.84
Tokyo,2020,200m,Breaststroke,0,Women,ROC,Evgeniia Chikunova,4,140.88
Tokyo,2020,200m,Breaststroke,0,Women,RSA,Kaylene Corbett,4,142.06
Tokyo,2020,200m,Breaststroke,0,Women,GBR,Molly Renshaw,4,142.65
Tokyo,2020,200m,Breaststroke,0,Women,GBR,Abbie Wood,4,143.72
Tokyo,2020,200m,Breaststroke,0,Women,BEL,Fanny Lecluyse,4,144.57
Tokyo,2020,200m,Butterfly,0,Women,CHN,Yufei Zhang,1,123.86
Tokyo,2020,200m,Butterfly,0,Women,USA,Regan Smith,2,125.3
Tokyo,2020,200m,Butterfly,0,Women,USA,Hali Flickinger,3,125.65
Tokyo,2020,200m,Butterfly,0,Women,HUN,Boglarka Kapas,4,126.53
Tokyo,2020,200m,Butterfly,0,Women,ROC,Svetlana Chimrova,4,127.7
Tokyo,2020,200m,Butterfly,0,Women,CHN,Liyan Yu,4,127.85
Tokyo,2020,200m,Butterfly,0,Women,GBR,Alys Margaret Thomas,4,127.9
Tokyo,2020,200m,Butterfly,0,Women,AUS,Brianna Throssell,4,129.48
Tokyo,2020,200m,Freestyle,0,Women,AUS,Ariarne Titmus,1,113.5
Tokyo,2020,200m,Freestyle,0,Women,HKG,Siobhan Bernadette Haughey,2,113.92
Tokyo,2020,200m,Freestyle,0,Women,CAN,Penny Oleksiak,3,114.7
Tokyo,2020,200m,Freestyle,0,Women,CHN,Junxuan Yang,4,115.01
Tokyo,2020,200m,Freestyle,0,Women,USA,Katie Ledecky,4,115.21
Tokyo,2020,200m,Freestyle,0,Women,CZE,Barbora Seemanova,4,115.45
Tokyo,2020,200m,Freestyle,0,Women,ITA,Federica Pellegrini,4,115.91
Tokyo,2020,200m,Freestyle,0,Women,AUS,Madison Wilson,4,116.39
Tokyo,2020,200m,Individual medley,0,Women,JPN,Yui Ohashi,1,128.52
Tokyo,2020,200m,Individual medley,0,Women,USA,Alex Walsh,2,128.65
Tokyo,2020,200m,Individual medley,0,Women,USA,Kate Douglass,3,129.04
Tokyo,2020,200m,Individual medley,0,Women,GBR,Abbie Wood,4,129.15
Tokyo,2020,200m,Individual medley,0,Women,CHN,Yiting Yu,4,129.57
Tokyo,2020,200m,Individual medley,0,Women,CAN,Sydney Pickrem,4,130.05
Tokyo,2020,200m,Individual medley,0,Women,HUN,Katinka Hosszu,4,132.38
Tokyo,2020,200m,Individual medley,0,Women,GBR,Alicia Wilson,4,132.86
Tokyo,2020,400m,Freestyle,0,Women,AUS,Ariarne Titmus,1,236.69
Tokyo,2020,400m,Freestyle,0,Women,USA,Katie Ledecky,2,237.36
Tokyo,2020,400m,Freestyle,0,Women,CHN,Bingjie Li,3,241.08
Tokyo,2020,400m,Freestyle,0,Women,CAN,Summer Mcintosh,4,242.42
Tokyo,2020,400m,Freestyle,0,Women,CHN,Muhan Tang,4,244.1
Tokyo,2020,400m,Freestyle,0,Women,GER,Isabel Gose,4,244.98
Tokyo,2020,400m,Freestyle,0,Women,USA,Paige Madden,4,246.81
Tokyo,2020,400m,Freestyle,0,Women,NZL,Erika Fairweather,4,248.01
Tokyo,2020,400m,Freestyle,0,Women,AUS,Ariarne Titmus,1,236.69
Tokyo,2020,400m,Freestyle,0,Women,USA,Katie Ledecky,2,237.36
Tokyo,2020,400m,Freestyle,0,Women,CHN,Bingjie Li,3,241.08
Tokyo,2020,400m,Freestyle,0,Women,CAN,Summer Mcintosh,4,242.42
Tokyo,2020,400m,Freestyle,0,Women,CHN,Muhan Tang,4,244.1
Tokyo,2020,400m,Freestyle,0,Women,GER,Isabel Gose,4,244.98
Tokyo,2020,400m,Freestyle,0,Women,USA,Paige Madden,4,246.81
Tokyo,2020,400m,Freestyle,0,Women,NZL,Erika Fairweather,4,248.01
Tokyo,2020,50m,Freestyle,0,Women,AUS,Emma Mckeon,1,23.81
Tokyo,2020,50m,Freestyle,0,Women,SWE,Sarah Sjoestroem,2,24.07
Tokyo,2020,50m,Freestyle,0,Women,DEN,Pernille Blume,3,24.21
Tokyo,2020,50m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,4,24.3
Tokyo,2020,50m,Freestyle,0,Women,POL,Katarzyna Wasick,4,24.32
Tokyo,2020,50m,Freestyle,0,Women,CHN,Qingfeng Wu,4,24.32
Tokyo,2020,50m,Freestyle,0,Women,AUS,Cate Campbell,4,24.36
Tokyo,2020,50m,Freestyle,0,Women,USA,Abbey Weitzeil,4,24.41
Tokyo,2020,800m,Freestyle,0,Women,USA,Katie Ledecky,1,492.57
Tokyo,2020,800m,Freestyle,0,Women,AUS,Ariarne Titmus,2,493.83
Tokyo,2020,800m,Freestyle,0,Women,ITA,Simona Quadarella,3,498.35
Tokyo,2020,800m,Freestyle,0,Women,USA,Katie Grimes,4,499.38
Tokyo,2020,800m,Freestyle,0,Women,CHN,Jianjiahe Wang,4,501.93
Tokyo,2020,800m,Freestyle,0,Women,AUS,Kiah Melverton,4,502.25
Tokyo,2020,800m,Freestyle,0,Women,GER,Sarah Kohler,4,504.56
Tokyo,2020,800m,Freestyle,0,Women,ROC,Anastasiia Kirpichnikova,4,506.3
Rio,2016,100m,Backstroke,0,Men,USA,Ryan Murphy,1,51.97
Rio,2016,100m,Backstroke,0,Men,CHN,Jiayu Xu,2,52.31
Rio,2016,100m,Backstroke,0,Men,USA,David Plummer,3,52.4
Rio,2016,100m,Backstroke,0,Men,AUS,Mitchell Larkin,4,52.43
Rio,2016,100m,Backstroke,0,Men,FRA,Camille Lacourt,4,52.7
Rio,2016,100m,Backstroke,0,Men,RUS,Evgeny Rylov,4,52.74
Rio,2016,100m,Backstroke,0,Men,JPN,Ryosuke Irie,4,53.42
Rio,2016,100m,Backstroke,0,Men,ROU,Robert Glinta,4,53.5
Rio,2016,100m,Backstroke,0,Women,HUN,Katinka Hosszu,1,58.45
Rio,2016,100m,Backstroke,0,Women,USA,Kathleen Baker,2,58.75
Rio,2016,100m,Backstroke,0,Women,CAN,Kylie Masse,3,58.76
Rio,2016,100m,Backstroke,0,Women,CHN,Yuanhui Fu,3,58.76
Rio,2016,100m,Backstroke,0,Women,DEN,Mie Nielsen,4,58.8
Rio,2016,100m,Backstroke,0,Women,USA,Olivia Smoliga,4,58.95
Rio,2016,100m,Backstroke,0,Women,AUS,Emily Seebohm,4,59.19
Rio,2016,100m,Backstroke,0,Women,AUS,Madison Wilson,4,59.23
Rio,2016,100m,Breaststroke,0,Men,GBR,Adam Peaty,1,57.13
Rio,2016,100m,Breaststroke,0,Men,RSA,Cameron Van Der Burgh,2,58.69
Rio,2016,100m,Breaststroke,0,Men,USA,Cody Miller,3,58.87
Rio,2016,100m,Breaststroke,0,Men,USA,Kevin Cordes,4,59.22
Rio,2016,100m,Breaststroke,0,Men,BRA,Joao Gomes,4,59.31
Rio,2016,100m,Breaststroke,0,Men,JPN,Yasuhiro Koseki,4,59.37
Rio,2016,100m,Breaststroke,0,Men,BRA,Felipe Franca,4,59.38
Rio,2016,100m,Breaststroke,0,Men,KAZ,Dmitriy Balandin,4,59.95
Rio,2016,100m,Breaststroke,0,Women,USA,Lilly King,1,64.93
Rio,2016,100m,Breaststroke,0,Women,RUS,Yuliya Efimova,2,65.5
Rio,2016,100m,Breaststroke,0,Women,USA,Katie Meili,3,65.69
Rio,2016,100m,Breaststroke,0,Women,CHN,Jinglin Shi,4,66.37
Rio,2016,100m,Breaststroke,0,Women,CAN,Rachel Nicol,4,66.68
Rio,2016,100m,Breaststroke,0,Women,ISL,Hrafnhildur Luthersdottir,4,67.18
Rio,2016,100m,Breaststroke,0,Women,LTU,Ruta Meilutyte,4,67.32
Rio,2016,100m,Breaststroke,0,Women,JAM,Alia Atkinson,4,68.1
Rio,2016,100m,Butterfly,0,Men,SGP,Joseph Schooling,1,50.39
Rio,2016,100m,Butterfly,0,Men,USA,Michael Phelps,2,51.14
Rio,2016,100m,Butterfly,0,Men,RSA,Chad Le Clos,2,51.14
Rio,2016,100m,Butterfly,0,Men,HUN,Laszlo Cseh,2,51.14
Rio,2016,100m,Butterfly,0,Men,CHN,Zhuhao Li,4,51.26
Rio,2016,100m,Butterfly,0,Men,FRA,Mehdy Metella,4,51.58
Rio,2016,100m,Butterfly,0,Men,USA,Tom Shields,4,51.73
Rio,2016,100m,Butterfly,0,Men,RUS,Aleksandr Sadovnikov,4,51.84
Rio,2016,100m,Butterfly,0,Women,SWE,Sarah Sjostrom,2,55.48
Rio,2016,100m,Butterfly,0,Women,CAN,Penny Oleksiak,3,56.46
Rio,2016,100m,Butterfly,0,Women,USA,Dana Vollmer,4,56.63
Rio,2016,100m,Butterfly,0,Women,CHN,Ying Lu,4,56.76
Rio,2016,100m,Butterfly,0,Women,JPN,Rikako Ikee,4,56.86
Rio,2016,100m,Butterfly,0,Women,AUS,Emma Mckeon,4,57.05
Rio,2016,100m,Butterfly,0,Women,DEN,Jeanette Ottesen,4,57.17
Rio,2016,100m,Butterfly,0,Women,USA,Kelsi Worrell,5,
Rio,2016,100m,Freestyle,0,Men,AUS,Kyle Chalmers,1,47.58
Rio,2016,100m,Freestyle,0,Men,BEL,Pieter Timmers,2,47.8
Rio,2016,100m,Freestyle,0,Men,USA,Nathan Adrian,3,47.85
Rio,2016,100m,Freestyle,0,Men,CAN,Santo Condorelli,4,47.88
Rio,2016,100m,Freestyle,0,Men,GBR,Duncan Scott,4,48.01
Rio,2016,100m,Freestyle,0,Men,USA,Caeleb Dressel,4,48.02
Rio,2016,100m,Freestyle,0,Men,AUS,Cameron Mcevoy,4,48.12
Rio,2016,100m,Freestyle,0,Men,BRA,Marcelo Chierighini,4,48.41
Rio,2016,100m,Freestyle,0,Women,USA,Simone Manuel,1,52.7
Rio,2016,100m,Freestyle,0,Women,CAN,Penny Oleksiak,1,52.7
Rio,2016,100m,Freestyle,0,Women,SWE,Sarah Sjostrom,3,52.99
Rio,2016,100m,Freestyle,0,Women,AUS,Bronte Campbell,4,53.04
Rio,2016,100m,Freestyle,0,Women,NED,Ranomi Kromowidjojo,4,53.08
Rio,2016,100m,Freestyle,0,Women,AUS,Cate Campbell,4,53.24
Rio,2016,100m,Freestyle,0,Women,USA,Abbey Weitzeil,4,53.3
Rio,2016,100m,Freestyle,0,Women,DEN,Jeanette Ottesen,4,53.36
Rio,2016,1500m,Freestyle,0,Men,ITA,Gregorio Paltrinieri,1,874.57
Rio,2016,1500m,Freestyle,0,Men,USA,Connor Jaeger,2,879.48
Rio,2016,1500m,Freestyle,0,Men,ITA,Gabriele Detti,3,880.86
Rio,2016,1500m,Freestyle,0,Men,USA,Jordan Wilimovsky,4,885.03
Rio,2016,1500m,Freestyle,0,Men,AUS,Mack Horton,4,889.54
Rio,2016,1500m,Freestyle,0,Men,CAN,Ryan Cochrane,4,889.61
Rio,2016,1500m,Freestyle,0,Men,FRA,Damien Joly,4,892.73
Rio,2016,1500m,Freestyle,0,Men,NOR,Henrik Christiansen,4,902.66
Rio,2016,200m,Backstroke,0,Men,USA,Ryan Murphy,1,113.62
Rio,2016,200m,Backstroke,0,Men,AUS,Mitchell Larkin,2,113.96
Rio,2016,200m,Backstroke,0,Men,RUS,Evgeny Rylov,3,113.97
Rio,2016,200m,Backstroke,0,Men,CHN,Jiayu Xu,4,115.16
Rio,2016,200m,Backstroke,0,Men,USA,Jacob Pebley,4,115.52
Rio,2016,200m,Backstroke,0,Men,CHN,Guangyuan Li,4,115.89
Rio,2016,200m,Backstroke,0,Men,GER,Christian Diener,4,116.27
Rio,2016,200m,Backstroke,0,Men,JPN,Ryosuke Irie,4,116.36
Rio,2016,200m,Backstroke,0,Women,USA,Madeline Dirado,1,125.99
Rio,2016,200m,Backstroke,0,Women,HUN,Katinka Hosszu,2,126.05
Rio,2016,200m,Backstroke,0,Women,CAN,Hilary Caldwell,3,127.54
Rio,2016,200m,Backstroke,0,Women,RUS,Daria Ustinova,4,127.89
Rio,2016,200m,Backstroke,0,Women,AUS,Belinda Hocking,4,128.02
Rio,2016,200m,Backstroke,0,Women,ZIM,Kirsty Leigh Coventry,4,128.8
Rio,2016,200m,Backstroke,0,Women,CHN,Yaxin Liu,4,129.03
Rio,2016,200m,Backstroke,0,Women,ISL,Eyglo Gustafsdottir,4,129.44
Rio,2016,200m,Breaststroke,0,Men,KAZ,Dmitriy Balandin,1,127.46
Rio,2016,200m,Breaststroke,0,Men,USA,Josh Prenot,2,127.53
Rio,2016,200m,Breaststroke,0,Men,RUS,Anton Chupkov,3,127.7
Rio,2016,200m,Breaststroke,0,Men,GBR,Andrew Willis,4,127.78
Rio,2016,200m,Breaststroke,0,Men,JPN,Yasuhiro Koseki,4,127.8
Rio,2016,200m,Breaststroke,0,Men,JPN,Ippei Watanabe,4,127.87
Rio,2016,200m,Breaststroke,0,Men,GER,Marco Koch,4,128
Rio,2016,200m,Breaststroke,0,Men,USA,Kevin Cordes,4,128.34
Rio,2016,200m,Breaststroke,0,Men,KAZ,Dmitriy Balandin,1,127.46
Rio,2016,200m,Breaststroke,0,Men,USA,Josh Prenot,2,127.53
Rio,2016,200m,Breaststroke,0,Men,RUS,Anton Chupkov,3,127.7
Rio,2016,200m,Breaststroke,0,Men,GBR,Andrew Willis,4,127.78
Rio,2016,200m,Breaststroke,0,Men,JPN,Yasuhiro Koseki,4,127.8
Rio,2016,200m,Breaststroke,0,Men,JPN,Ippei Watanabe,4,127.87
Rio,2016,200m,Breaststroke,0,Men,GER,Marco Koch,4,128
Rio,2016,200m,Breaststroke,0,Men,USA,Kevin Cordes,4,128.34
Rio,2016,200m,Butterfly,0,Men,USA,Michael Phelps,1,113.36
Rio,2016,200m,Butterfly,0,Men,JPN,Masato Sakai,2,113.4
Rio,2016,200m,Butterfly,0,Men,HUN,Tamas Kenderesi,3,113.62
Rio,2016,200m,Butterfly,0,Men,RSA,Chad Le Clos,4,114.06
Rio,2016,200m,Butterfly,0,Men,JPN,Daiya Seto,4,114.82
